Country or Area Code,Country or Area,Year,Value,Value Footnotes,
NGA,Nigeria,2005,3.549155718,380,
NGA,Nigeria,2004,1.286137641,379,
NGA,Nigeria,2003,0.558576245,379,
NGA,Nigeria,2002,0.320461976,379,
NGA,Nigeria,2001,0.08990137,381,
NGA,Nigeria,2000,0.064080808,381,
NGA,Nigeria,1999,0.041038723,381,
NGA,Nigeria,1998,0.025231461,381,
NGA,Nigeria,1997,0.017237401,381,
NGA,Nigeria,1996,0.00883298,381,
NGA,Nigeria,1990,0,381,
MNP,Northern Marianas Islands,1990,0,,
NOR,Norway,2012,95,23,
NOR,Norway,2011,93.97,23,
NOR,Norway,2010,93.39,23,
NOR,Norway,2009,92.08,23,
NOR,Norway,2008,90.57,23,
NOR,Norway,2007,86.93,23,
NOR,Norway,2006,82.55,23,
NOR,Norway,2005,81.99,23,
NOR,Norway,2004,77.69,23,
NOR,Norway,2003,78.13,23,
NOR,Norway,2002,72.84,1,
NOR,Norway,2001,64,1,
NOR,Norway,2000,52,1,
NOR,Norway,1999,40,1,
NOR,Norway,1998,22.56011255,1,
NOR,Norway,1997,20.41788144,1,
NOR,Norway,1996,18.25031077,1,
NOR,Norway,1995,6.423220493,1,
NOR,Norway,1994,4.152450292,1,
NOR,Norway,1993,2.783990846,1,
NOR,Norway,1992,2.216365832,1,
NOR,Norway,1991,1.407395158,1,
NOR,Norway,1990,0.707299448,1,
OMN,Oman,2012,60,1,
OMN,Oman,2011,48,1,
OMN,Oman,2010,35.8278,382,
OMN,Oman,2009,26.8,1,
OMN,Oman,2008,20,383,
OMN,Oman,2007,16.68,384,
OMN,Oman,2006,8.299716673,,
OMN,Oman,2005,6.68358142,,
OMN,Oman,2004,6.75885217,,
OMN,Oman,2003,7.255742945,,
OMN,Oman,2002,6.873396039,385,
OMN,Oman,2001,5.893841521,385,
OMN,Oman,2000,3.520421417,385,
OMN,Oman,1999,2.515665987,385,
OMN,Oman,1998,0.862725306,385,
OMN,Oman,1997,0.439792805,385,
OMN,Oman,1996,0,385,
OMN,Oman,1990,0,,
PAK,Pakistan,2012,9.9637,1,
PAK,Pakistan,2011,9,1,
PAK,Pakistan,2010,8,1,
PAK,Pakistan,2009,7.5,1,
PAK,Pakistan,2008,7,1,
PAK,Pakistan,2007,6.8,1,
PAK,Pakistan,2006,6.5,1,
PAK,Pakistan,2005,6.332329098,,
PAK,Pakistan,2004,6.164320985,,
PAK,Pakistan,2003,5.041158126,,
PAK,Pakistan,2002,2.577426737,,
PAK,Pakistan,2001,1.318550779,,
PAK,Pakistan,1999,0.055357238,,
PAK,Pakistan,1998,0.043947719,,
PAK,Pakistan,1997,0.027549238,,
PAK,Pakistan,1996,0.00299173,,
PAK,Pakistan,1995,0.000122702,,
PAK,Pakistan,1990,0,,
PLW,Palau,2004,26.97033263,,
PLW,Palau,2003,21.60152718,,
PLW,Palau,2002,20.24393947,,
PLW,Palau,1990,0,,
WBG,Palestinian Authority,2011,41.08,386,
WBG,Palestinian Authority,2010,37.4,387,
WBG,Palestinian Authority,2009,32.23,388,
WBG,Palestinian Authority,2008,24.358,153,
WBG,Palestinian Authority,2007,21.176,153,
WBG,Palestinian Authority,2006,18.41,388,
WBG,Palestinian Authority,2005,16.005,153,
WBG,Palestinian Authority,2004,4.400904826,,
WBG,Palestinian Authority,2003,4.130616356,,
WBG,Palestinian Authority,2002,3.100092235,,
WBG,Palestinian Authority,2001,1.836854839,,
WBG,Palestinian Authority,2000,1.111306207,,
WBG,Palestinian Authority,1990,0,,
PAN,Panama,2012,45.1999,1,
PAN,Panama,2011,42.7,389,
PAN,Panama,2010,40.1,390,
PAN,Panama,2009,39.08,390,
PAN,Panama,2008,33.82,390,
PAN,Panama,2007,22.29,391,
PAN,Panama,2006,17.34956617,,
PAN,Panama,2005,11.48400928,,
PAN,Panama,2004,11.14086254,,
PAN,Panama,2003,9.987424077,,
PAN,Panama,2002,8.518077815,,
PAN,Panama,2001,7.268399878,,
PAN,Panama,2000,6.554796477,,
PAN,Panama,1999,3.836864509,,
PAN,Panama,1998,2.750648071,,
PAN,Panama,1997,0.539065541,,
PAN,Panama,1996,0.219998526,,
PAN,Panama,1995,0.056123043,,
PAN,Panama,1994,0.007636899,,
PAN,Panama,1990,0,,
PNG,Papua New Guinea,2012,2.301956866,1,
PNG,Papua New Guinea,2011,2,1,
PNG,Papua New Guinea,2010,1.28,392,
PNG,Papua New Guinea,2009,1.61,392,
PNG,Papua New Guinea,2008,1.15,392,
PNG,Papua New Guinea,2007,1.790559361,1,
PNG,Papua New Guinea,2006,1.754487261,393,
PNG,Papua New Guinea,2005,1.716190476,393,
PNG,Papua New Guinea,2004,1.507912772,393,
PNG,Papua New Guinea,2003,1.374404668,393,
PNG,Papua New Guinea,2002,1.321656935,393,
PNG,Papua New Guinea,2001,0.904103545,393,
PNG,Papua New Guinea,2000,0.835249302,393,
PNG,Papua New Guinea,1999,0.667113315,393,
PNG,Papua New Guinea,1998,0.234958542,393,
PNG,Papua New Guinea,1997,0.100588321,393,
PNG,Papua New Guinea,1996,0.002067023,393,
PNG,Papua New Guinea,1990,0,393,
PRY,Paraguay,2012,27.0758,1,
PRY,Paraguay,2011,23.9,1,
PRY,Paraguay,2010,19.8,394,
PRY,Paraguay,2009,18.9,395,
PRY,Paraguay,2008,14.27,395,
PRY,Paraguay,2007,11.21,395,
PRY,Paraguay,2006,7.962073884,396,
PRY,Paraguay,2005,7.907007861,395,
PRY,Paraguay,2004,3.452438431,397,
PRY,Paraguay,2003,2.111942082,397,
PRY,Paraguay,2002,1.794969598,397,
PRY,Paraguay,2001,1.098793836,397,
PRY,Paraguay,2000,0.747630712,397,
PRY,Paraguay,1999,0.38165732,397,
PRY,Paraguay,1998,0.194904951,398,
PRY,Paraguay,1997,0.099576719,398,
PRY,Paraguay,1996,0.020359612,398,
PRY,Paraguay,1990,0,398,
PER,Peru,2012,38.2,399,
PER,Peru,2011,36,399,
PER,Peru,2010,34.77,400,
PER,Peru,2009,31.4,401,
PER,Peru,2008,30.57,402,
PER,Peru,2007,25.2,403,
PER,Peru,2006,20.7,403,
PER,Peru,2005,17.1,403,
PER,Peru,2004,14.1,403,
PER,Peru,2003,11.6,404,
PER,Peru,2002,8.96694917,405,
PER,Peru,2001,7.578762957,405,
PER,Peru,2000,3.076430611,1,
PER,Peru,1999,1.952497608,1,
PER,Peru,1998,1.19038044,1,
PER,Peru,1997,0.403429701,1,
PER,Peru,1996,0.24623258,406,
PER,Peru,1995,0.033412305,1,
PER,Peru,1994,0.008504578,1,
PER,Peru,1990,0,1,
PHL,Philippines,2012,36.2351,1,
PHL,Philippines,2011,29,1,
PHL,Philippines,2010,25,407,
PHL,Philippines,2009,9,408,
PHL,Philippines,2008,6.22,408,
PHL,Philippines,2007,5.97,408,
PHL,Philippines,2006,5.740586325,408,
PHL,Philippines,2005,5.397636329,1,
PHL,Philippines,2004,5.243628452,408,
PHL,Philippines,2003,4.857672267,408,
PHL,Philippines,2002,4.332275746,408,
PHL,Philippines,2001,2.52400566,408,
PHL,Philippines,2000,1.982253196,408,
PHL,Philippines,1999,1.431608803,409,
PHL,Philippines,1998,1.103405994,409,
PHL,Philippines,1997,0.136912963,409,
PHL,Philippines,1996,0.055946029,409,
PHL,Philippines,1995,0.028585702,409,
PHL,Philippines,1994,0.005844253,409,
PHL,Philippines,1990,0,409,
POL,Poland,2012,65,23,
POL,Poland,2011,64.88,23,
POL,Poland,2010,62.32,23,
POL,Poland,2009,58.97,23,
POL,Poland,2008,53.13,23,
POL,Poland,2007,48.6,23,
POL,Poland,2006,44.58,23,
POL,Poland,2005,38.81,23,
POL,Poland,2004,32.53,23,
POL,Poland,2003,24.87,410,
POL,Poland,2002,21.15,410,
POL,Poland,2001,9.900669707,410,
POL,Poland,2000,7.285428708,410,
POL,Poland,1999,5.45644373,410,
POL,Poland,1998,4.102272002,410,
POL,Poland,1997,2.073465474,410,
POL,Poland,1996,1.295200255,411,
POL,Poland,1995,0.647752333,411,
POL,Poland,1994,0.389098144,411,
POL,Poland,1993,0.129961704,411,
POL,Poland,1992,0.052127181,411,
POL,Poland,1991,0.005229468,411,
POL,Poland,1990,0,411,
PRT,Portugal,2012,64,23,
PRT,Portugal,2011,57.76,23,
PRT,Portugal,2010,53.3,23,
PRT,Portugal,2009,48.27,23,
PRT,Portugal,2008,44.13,23,
PRT,Portugal,2007,42.09,23,
PRT,Portugal,2006,38.01,23,
PRT,Portugal,2005,34.99,23,
PRT,Portugal,2004,31.78,23,
PRT,Portugal,2003,29.67,23,
PRT,Portugal,2002,19.37,25,
PRT,Portugal,2001,18.08713656,412,
PRT,Portugal,2000,16.43046769,412,
PRT,Portugal,1999,14.74233784,412,
PRT,Portugal,1998,9.870446442,412,
PRT,Portugal,1997,4.953001955,412,
PRT,Portugal,1996,2.98087767,412,
PRT,Portugal,1995,1.494334529,412,
PRT,Portugal,1994,0.718905754,412,
PRT,Portugal,1993,0.450161608,412,
PRT,Portugal,1992,0.250426501,412,
PRT,Portugal,1991,0.10023057,412,
PRT,Portugal,1990,0,412,
PRI,Puerto Rico,2012,51.4114,1,
PRI,Puerto Rico,2011,48,413,
PRI,Puerto Rico,2010,45.3,414,
PRI,Puerto Rico,2009,41.5,415,
PRI,Puerto Rico,2008,38,416,
PRI,Puerto Rico,2007,27.86,417,
PRI,Puerto Rico,2006,25.44241821,418,
PRI,Puerto Rico,2005,23.40005045,1,
PRI,Puerto Rico,2004,22.13073823,418,
PRI,Puerto Rico,2003,19.70702566,418,
PRI,Puerto Rico,2002,17.54764757,418,
PRI,Puerto Rico,2001,15.63003092,418,
PRI,Puerto Rico,2000,10.47464821,418,
PRI,Puerto Rico,1999,5.265682651,418,
PRI,Puerto Rico,1998,2.647646679,418,
PRI,Puerto Rico,1997,1.331822159,418,
PRI,Puerto Rico,1996,0.268160428,418,
PRI,Puerto Rico,1995,0.135102783,418,
PRI,Puerto Rico,1994,0.027254662,418,
PRI,Puerto Rico,1990,0,418,
QAT,Qatar,2012,88.10436688,419,
QAT,Qatar,2011,86.2,420,
QAT,Qatar,2010,81.6,421,
QAT,Qatar,2009,53.1,1,
QAT,Qatar,2008,44.3,1,
QAT,Qatar,2007,37,422,
QAT,Qatar,2006,28.97411271,,
QAT,Qatar,2005,24.73349378,,
QAT,Qatar,2004,20.70164785,,
QAT,Qatar,2003,19.24233642,,
QAT,Qatar,2002,10.22612893,,
QAT,Qatar,2001,6.170268561,,
QAT,Qatar,2000,4.863679179,,
QAT,Qatar,1999,4.070728915,,
QAT,Qatar,1998,3.52002985,,
QAT,Qatar,1997,3.083749186,,
QAT,Qatar,1996,0.930185833,,
QAT,Qatar,1995,0.190209535,,
QAT,Qatar,1990,0,,
ROM,Romania,2012,50,23,
ROM,Romania,2011,44.02,23,
ROM,Romania,2010,39.93,23,
ROM,Romania,2009,36.6,71,
ROM,Romania,2008,32.42,23,
ROM,Romania,2007,28.3,23,
ROM,Romania,2006,24.66,23,
ROM,Romania,2005,21.5,423,
ROM,Romania,2004,15,317,
ROM,Romania,2003,8.9,130,
ROM,Romania,2002,6.58,424,
ROM,Romania,2001,4.538669029,425,
ROM,Romania,2000,3.613717291,425,
ROM,Romania,1999,2.697580217,425,
ROM,Romania,1998,2.237649473,425,
ROM,Romania,1997,0.445444676,425,
ROM,Romania,1996,0.221622649,425,
ROM,Romania,1995,0.074952756,425,
ROM,Romania,1994,0.026300162,425,
ROM,Romania,1993,0.003703214,425,
ROM,Romania,1990,0,425,
RUS,Russia,2012,53.2748,1,
RUS,Russia,2011,49,426,
RUS,Russia,2010,43,427,
RUS,Russia,2009,29,428,
RUS,Russia,2008,26.83,1,
RUS,Russia,2007,24.66,426,
RUS,Russia,2006,18.02327746,,
RUS,Russia,2005,15.2266732,,
RUS,Russia,2004,12.8593889,,
RUS,Russia,2003,8.298860616,,
RUS,Russia,2002,4.128271818,,
RUS,Russia,2001,2.944367787,,
RUS,Russia,2000,1.977230109,,
RUS,Russia,1999,1.018984614,,
RUS,Russia,1998,0.812744451,,
RUS,Russia,1997,0.472963763,,
RUS,Russia,1996,0.26975293,,
RUS,Russia,1995,0.148151042,,
RUS,Russia,1994,0.053817493,,
RUS,Russia,1993,0.013447238,,
RUS,Russia,1992,0.000672532,,
RUS,Russia,1990,0,,
RWA,Rwanda,2012,8.023854277,1,
RWA,Rwanda,2011,7,429,
RWA,Rwanda,2010,8,429,
RWA,Rwanda,2009,7.7,430,
RWA,Rwanda,2008,4.5,431,
RWA,Rwanda,2007,2.115387178,1,
RWA,Rwanda,2005,0.556041165,1,
RWA,Rwanda,2004,0.430854243,,
RWA,Rwanda,2003,0.356918467,,
RWA,Rwanda,2002,0.292784719,,
RWA,Rwanda,2001,0.24067241,,
RWA,Rwanda,2000,0.06283146,,
RWA,Rwanda,1999,0.067176482,,
RWA,Rwanda,1998,0.011763573,,
RWA,Rwanda,1997,0.001625791,,
RWA,Rwanda,1996,0.000883372,,
RWA,Rwanda,1990,0,,
KNA,Saint Kitts and Nevis,2012,79.34889896,1,
KNA,Saint Kitts and Nevis,2011,77.6,1,
KNA,Saint Kitts and Nevis,2010,76,1,
KNA,Saint Kitts and Nevis,2009,69,1,
KNA,Saint Kitts and Nevis,2008,60,1,
KNA,Saint Kitts and Nevis,2007,52,1,
KNA,Saint Kitts and Nevis,2006,49,1,
KNA,Saint Kitts and Nevis,2005,34,1,
KNA,Saint Kitts and Nevis,2004,24.73767754,,
KNA,Saint Kitts and Nevis,2003,22.96978429,,
KNA,Saint Kitts and Nevis,2002,21.15238176,,
KNA,Saint Kitts and Nevis,2001,7.714726556,,
KNA,Saint Kitts and Nevis,2000,5.86281024,,
KNA,Saint Kitts and Nevis,1999,4.400440044,,
KNA,Saint Kitts and Nevis,1998,3.343810607,,
KNA,Saint Kitts and Nevis,1997,2.258559942,,
KNA,Saint Kitts and Nevis,1996,1.945569823,,
KNA,Saint Kitts and Nevis,1990,0,,
LCA,Saint Lucia,2012,48.6281,1,
LCA,Saint Lucia,2011,45,1,
LCA,Saint Lucia,2010,43.3,432,
LCA,Saint Lucia,2009,36,1,
LCA,Saint Lucia,2008,32,1,
LCA,Saint Lucia,2007,27.9,1,
LCA,Saint Lucia,2006,24.5,1,
LCA,Saint Lucia,2005,21.56758295,,
LCA,Saint Lucia,2004,21.39521236,,
LCA,Saint Lucia,2003,20.98247346,,
LCA,Saint Lucia,2002,14.64183577,,
LCA,Saint Lucia,2001,8.181863954,,
LCA,Saint Lucia,2000,5.090483341,,
LCA,Saint Lucia,1999,1.932105802,,
LCA,Saint Lucia,1998,1.304988973,,
LCA,Saint Lucia,1997,0.992168483,,
LCA,Saint Lucia,1996,0.670465974,,
LCA,Saint Lucia,1995,0.305656686,,
LCA,Saint Lucia,1990,0,,
WSM,Samoa,2012,12.92249,1,
WSM,Samoa,2011,11,1,
WSM,Samoa,2010,7,1,
WSM,Samoa,2009,6,1,
WSM,Samoa,2008,5.031615316,1,
WSM,Samoa,2007,4.749983235,1,
WSM,Samoa,2006,4.469173873,433,
WSM,Samoa,2005,3.352592112,433,
WSM,Samoa,2004,3.07552941,433,
WSM,Samoa,2003,2.799630449,433,
WSM,Samoa,2002,2.244832676,433,
WSM,Samoa,2001,1.689902831,433,
WSM,Samoa,2000,0.566392533,433,
WSM,Samoa,1999,0.285308333,433,
WSM,Samoa,1998,0.230359015,433,
WSM,Samoa,1997,0.174571863,433,
WSM,Samoa,1990,0,433,
SMR,San Marino,2012,50.8826,1,
SMR,San Marino,2011,49.6,434,
SMR,San Marino,2009,54.21,434,
SMR,San Marino,2008,54.52,434,
SMR,San Marino,2007,50.36482211,435,
SMR,San Marino,2006,50.20865936,435,
SMR,San Marino,2005,50.2595642,,
SMR,San Marino,2004,50.56634304,,
SMR,San Marino,2003,50.00345304,,
SMR,San Marino,2002,50.83483994,,
SMR,San Marino,2001,50.34166909,,
SMR,San Marino,2000,48.79949531,,
SMR,San Marino,1999,42.80331575,,
SMR,San Marino,1998,1.408557941,,
SMR,San Marino,1997,1.41854848,,
SMR,San Marino,1996,1.428075186,,
SMR,San Marino,1995,1.362132711,,
SMR,San Marino,1990,0,,
STP,Sao Tome and Principe,2012,21.5724,1,
STP,Sao Tome and Principe,2011,20.1612,1,
STP,Sao Tome and Principe,2010,18.75,436,
STP,Sao Tome and Principe,2009,16.41,1,
STP,Sao Tome and Principe,2008,15.48,1,
STP,Sao Tome and Principe,2007,14.5904832,437,
STP,Sao Tome and Principe,2006,14.18201978,1,
STP,Sao Tome and Principe,2005,13.75948422,1,
STP,Sao Tome and Principe,2004,13.32285269,1,
STP,Sao Tome and Principe,2003,10.16184431,1,
STP,Sao Tome and Principe,2002,7.580665169,437,
STP,Sao Tome and Principe,2001,6.310917888,437,
STP,Sao Tome and Principe,2000,4.638516816,437,
STP,Sao Tome and Principe,1999,0.363203161,437,
STP,Sao Tome and Principe,1998,0.295847047,437,
STP,Sao Tome and Principe,1990,0,437,
SAU,Saudi Arabia,2012,54,1,
SAU,Saudi Arabia,2011,47.5,438,
SAU,Saudi Arabia,2010,41,438,
SAU,Saudi Arabia,2009,38,439,
SAU,Saudi Arabia,2008,36,440,
SAU,Saudi Arabia,2007,30,440,
SAU,Saudi Arabia,2006,19.45955435,441,
SAU,Saudi Arabia,2005,12.70503599,441,
SAU,Saudi Arabia,2004,10.234533,442,
SAU,Saudi Arabia,2003,8.001582891,442,
SAU,Saudi Arabia,2002,6.38470502,442,
SAU,Saudi Arabia,2001,4.681053166,442,
SAU,Saudi Arabia,2000,2.210691809,442,
SAU,Saudi Arabia,1999,0.49358534,442,
SAU,Saudi Arabia,1998,0.101429893,442,
SAU,Saudi Arabia,1997,0.052099031,442,
SAU,Saudi Arabia,1996,0.026732651,442,
SAU,Saudi Arabia,1995,0.010956134,442,
SAU,Saudi Arabia,1990,0,442,
SEN,Senegal,2012,19.2036,1,
SEN,Senegal,2011,17.5,443,
SEN,Senegal,2010,16,444,
SEN,Senegal,2009,14.5,445,
SEN,Senegal,2008,10.6,1,
SEN,Senegal,2007,7.7,1,
SEN,Senegal,2006,5.611738652,446,
SEN,Senegal,2005,4.786684083,446,
SEN,Senegal,2004,4.38602398,446,
SEN,Senegal,2003,2.10143643,447,
SEN,Senegal,2002,1.006454537,447,
SEN,Senegal,2001,0.983794059,447,
SEN,Senegal,2000,0.403967486,447,
SEN,Senegal,1999,0.311090952,447,
SEN,Senegal,1998,0.079871379,447,
SEN,Senegal,1997,0.027347441,447,
SEN,Senegal,1996,0.011238219,447,
SEN,Senegal,1995,0.000692848,447,
SEN,Senegal,1990,0,447,
SRB,Serbia,2012,48.1,1,
SRB,Serbia,2011,42.2,448,
SRB,Serbia,2010,40.9,448,
SRB,Serbia,2009,38.1,448,
SRB,Serbia,2008,35.6,448,
SRB,Serbia,2007,33.15,23,
SRB,Serbia,2006,27.2,449,
SRB,Serbia,2005,26.3,450,
SRB,Serbia,2004,23.5,450,
SYC,Seychelles,2012,47.076,1,
SYC,Seychelles,2011,43.16400446,1,
SYC,Seychelles,2010,41,1,
SYC,Seychelles,2008,40.44,451,
SYC,Seychelles,2007,38.38,451,
SYC,Seychelles,2006,34.95197117,452,
SYC,Seychelles,2005,25.41326815,452,
SYC,Seychelles,2004,24.27213922,452,
SYC,Seychelles,2003,14.59250432,452,
SYC,Seychelles,2002,14.30417083,452,
SYC,Seychelles,2001,11.01510293,453,
SYC,Seychelles,2000,7.395629183,1,
SYC,Seychelles,1999,6.229054803,454,
SYC,Seychelles,1998,2.526177514,454,
SYC,Seychelles,1997,1.28295593,454,
SYC,Seychelles,1996,0.651474286,454,
SYC,Seychelles,1990,0,454,
SLE,Sierra Leone,2012,1.3,1,
SLE,Sierra Leone,2011,0.9,1,
SLE,Sierra Leone,2010,0.58,1,
SLE,Sierra Leone,2009,0.26,1,
SLE,Sierra Leone,2008,0.25,1,
SLE,Sierra Leone,2007,0.239834699,1,
SLE,Sierra Leone,2006,0.227669467,,
SLE,Sierra Leone,2005,0.21539161,,
SLE,Sierra Leone,2004,0.203007681,,
SLE,Sierra Leone,2003,0.190173282,,
SLE,Sierra Leone,2002,0.176198957,,
SLE,Sierra Leone,2001,0.160264445,,
SLE,Sierra Leone,2000,0.118254246,,
SLE,Sierra Leone,1999,0.048490656,,
SLE,Sierra Leone,1998,0.014805065,,
SLE,Sierra Leone,1997,0.004987835,,
SLE,Sierra Leone,1996,0.002506116,,
SLE,Sierra Leone,1995,0,,
SLE,Sierra Leone,1994,0,,
SLE,Sierra Leone,1993,0,,
SLE,Sierra Leone,1990,0,,
SGP,Singapore,2012,74.1818,1,
SGP,Singapore,2011,71,455,
SGP,Singapore,2010,71,455,
SGP,Singapore,2009,69,455,
SGP,Singapore,2008,69,455,
SGP,Singapore,2007,69.9,455,
SGP,Singapore,2006,59,456,
SGP,Singapore,2005,61,457,
SGP,Singapore,2004,62,457,
SGP,Singapore,2003,53.83794329,458,
SGP,Singapore,2002,47,458,
SGP,Singapore,2001,41.67042518,458,
SGP,Singapore,2000,36,458,
SGP,Singapore,1999,24.15543693,1,
SGP,Singapore,1998,19.59076716,1,
SGP,Singapore,1997,13.47162042,1,
SGP,Singapore,1996,8.34995903,1,
SGP,Singapore,1995,2.873418722,1,
SGP,Singapore,1994,1.185203797,1,
SGP,Singapore,1993,0.763278139,1,
SGP,Singapore,1992,0.471368155,1,
SGP,Singapore,1991,0.161504498,1,
SGP,Singapore,1990,0,1,
SVK,Slovak Republic,2012,80,23,
SVK,Slovak Republic,2011,74.44,459,
SVK,Slovak Republic,2010,75.71,459,
SVK,Slovak Republic,2009,70,459,
SVK,Slovak Republic,2008,66.05,460,
SVK,Slovak Republic,2007,61.8,23,
SVK,Slovak Republic,2006,56.08,23,
SVK,Slovak Republic,2005,55.19,23,
SVK,Slovak Republic,2004,52.89,23,
SVK,Slovak Republic,2003,43.04,461,
SVK,Slovak Republic,2002,40.14,461,
SVK,Slovak Republic,2001,12.52832185,461,
SVK,Slovak Republic,2000,9.426803201,461,
SVK,Slovak Republic,1999,5.437758139,461,
SVK,Slovak Republic,1998,2.689809786,461,
SVK,Slovak Republic,1997,1.173381014,1,
SVK,Slovak Republic,1996,0.783290109,1,
SVK,Slovak Republic,1995,0.523210163,461,
SVK,Slovak Republic,1994,0.318509704,461,
SVK,Slovak Republic,1993,0.127829232,461,
SVK,Slovak Republic,1990,0,461,
SVN,Slovenia,2012,70,23,
SVN,Slovenia,2011,69,23,
SVN,Slovenia,2010,70,23,
SVN,Slovenia,2009,64,23,
SVN,Slovenia,2008,58,23,
SVN,Slovenia,2007,56.74,23,
SVN,Slovenia,2006,54.01,23,
SVN,Slovenia,2005,46.81,462,
SVN,Slovenia,2004,40.81,317,
SVN,Slovenia,2003,31.85479301,463,
SVN,Slovenia,2002,27.83888542,463,
SVN,Slovenia,2001,30.17591047,463,
SVN,Slovenia,2000,15.11025956,289,
SVN,Slovenia,1999,12.61093843,289,
SVN,Slovenia,1998,10.10460285,289,
SVN,Slovenia,1997,7.591923004,464,
SVN,Slovenia,1996,5.072272271,464,
SVN,Slovenia,1995,2.898985609,464,
SVN,Slovenia,1994,1.071570172,464,
SVN,Slovenia,1993,0.409792399,464,
SVN,Slovenia,1990,0,464,
SLB,Solomon Islands,2012,6.9974,1,
SLB,Solomon Islands,2011,6,1,
SLB,Solomon Islands,2010,5,1,
SLB,Solomon Islands,2009,4,1,
SLB,Solomon Islands,2008,3,1,
SLB,Solomon Islands,2007,2,1,
SLB,Solomon Islands,2006,1.646347989,,
SLB,Solomon Islands,2005,0.844307573,,
SLB,Solomon Islands,2004,0.649672673,,
SLB,Solomon Islands,2003,0.555609882,,
SLB,Solomon Islands,2002,0.501919843,,
SLB,Solomon Islands,2001,0.468551964,,
SLB,Solomon Islands,2000,0.481296806,,
SLB,Solomon Islands,1999,0.494541498,,
SLB,Solomon Islands,1998,0.508292797,,
SLB,Solomon Islands,1997,0.391923246,,
SLB,Solomon Islands,1996,0.268683585,,
SLB,Solomon Islands,1995,0.02487191,,
SLB,Solomon Islands,1990,0,,
SOM,Somalia,2012,1.3767,1,
SOM,Somalia,2011,1.25,1,
SOM,Somalia,2009,1.160610542,1,
SOM,Somalia,2008,1.142687372,1,
SOM,Somalia,2007,1.122235622,1,
SOM,Somalia,2006,1.100216368,1,
SOM,Somalia,2005,1.077327839,1,
SOM,Somalia,2004,1.053454744,1,
SOM,Somalia,2003,0.376198003,1,
SOM,Somalia,2002,0.115614213,1,
SOM,Somalia,2001,0.079039179,1,
SOM,Somalia,2000,0.02,135,
SOM,Somalia,1999,0.013910394,135,
SOM,Somalia,1998,0.00716442,135,
SOM,Somalia,1997,0.002948713,135,
SOM,Somalia,1996,0.00150955,135,
SOM,Somalia,1995,0,135,
SOM,Somalia,1990,0,135,
ZAF,South Africa,2012,41,1,
ZAF,South Africa,2011,33.97,465,
ZAF,South Africa,2010,24,1,
ZAF,South Africa,2009,10,466,
ZAF,South Africa,2008,8.43,467,
ZAF,South Africa,2007,8.065375174,468,
ZAF,South Africa,2006,7.607139675,469,
ZAF,South Africa,2005,7.48854253,469,
ZAF,South Africa,2004,8.425118683,469,
ZAF,South Africa,2003,7.007691726,469,
ZAF,South Africa,2002,6.710322437,469,
ZAF,South Africa,2001,6.346619318,469,
ZAF,South Africa,2000,5.348559732,469,
ZAF,South Africa,1999,4.116249583,469,
ZAF,South Africa,1998,2.906220867,469,
ZAF,South Africa,1997,1.632093791,469,
ZAF,South Africa,1996,0.841882931,469,
ZAF,South Africa,1995,0.676740104,469,
ZAF,South Africa,1994,0.246905533,469,
ZAF,South Africa,1993,0.113747184,1,
ZAF,South Africa,1992,0.038869106,1,
ZAF,South Africa,1991,0.013283591,1,
ZAF,South Africa,1990,0,470,
ESP,Spain,2012,72,23,
ESP,Spain,2011,67.6,471,
ESP,Spain,2010,65.8,471,
ESP,Spain,2009,62.4,471,
ESP,Spain,2008,59.6,471,
ESP,Spain,2007,55.11,291,
ESP,Spain,2006,50.37,291,
ESP,Spain,2005,47.88,291,
ESP,Spain,2004,44.01,291,
ESP,Spain,2003,39.93,25,
ESP,Spain,2002,20.39,25,
ESP,Spain,2001,18.14872269,472,
ESP,Spain,2000,13.62496081,472,
ESP,Spain,1999,7.085039678,472,
ESP,Spain,1998,4.361892394,472,
ESP,Spain,1997,2.803319625,472,
ESP,Spain,1996,1.331847404,472,
ESP,Spain,1995,0.380800728,472,
ESP,Spain,1994,0.280069738,472,
ESP,Spain,1993,0.127689668,472,
ESP,Spain,1992,0.076845453,472,
ESP,Spain,1991,0.025686194,472,
ESP,Spain,1990,0.012873564,472,
LKA,Sri Lanka,2012,18.2854,1,
LKA,Sri Lanka,2011,15,1,
LKA,Sri Lanka,2010,12,473,
LKA,Sri Lanka,2009,8.78,473,
LKA,Sri Lanka,2008,5.8,473,
LKA,Sri Lanka,2007,3.88,473,
LKA,Sri Lanka,2006,2.537566129,474,
LKA,Sri Lanka,2005,1.792046794,1,
LKA,Sri Lanka,2004,1.44615998,474,
LKA,Sri Lanka,2003,1.458580228,474,
LKA,Sri Lanka,2002,1.050422706,474,
LKA,Sri Lanka,2001,0.793821864,474,
LKA,Sri Lanka,2000,0.647410011,474,
LKA,Sri Lanka,1999,0.348414425,474,
LKA,Sri Lanka,1998,0.296351104,474,
LKA,Sri Lanka,1997,0.162464548,474,
LKA,Sri Lanka,1996,0.054464499,474,
LKA,Sri Lanka,1995,0.005484436,474,
LKA,Sri Lanka,1994,0.002765448,474,
LKA,Sri Lanka,1990,0,474,
VCT,St. Vincent and the Grenadines,2012,47.52,1,
VCT,St. Vincent and the Grenadines,2011,43.01,475,
VCT,St. Vincent and the Grenadines,2010,38.5,1,
